code;problem_1;problem_2;problem_3;problem_4;problems
P267D ;B Rocker Arm Actuator Position Sensor Circuit High Bank 2;;;;B Rocker Arm Actuator Position Sensor Circuit High Bank 2___
;;;;;___
P267E ;B Rocker Arm Actuator Position Sensor Circuit Intermittent/Erratic Bank 2;;;;B Rocker Arm Actuator Position Sensor Circuit Intermittent/Erratic Bank 2___
;;;;;___
P2680 ;Coolant Degassing Valve Control Circuit High;;;;Coolant Degassing Valve Control Circuit High___
;;;;;___
P2681 ;Engine Coolant Bypass Valve Control Circuit/Open;;;;Engine Coolant Bypass Valve Control Circuit/Open___
;;;;;___
P2682 ;Engine Coolant Bypass Valve Control Circuit Low;;;;Engine Coolant Bypass Valve Control Circuit Low___
;;;;;___
P2683 ;Engine Coolant Bypass Valve Control Circuit High;;;;Engine Coolant Bypass Valve Control Circuit High___
;;;;;___
P2684 ;"Actuator Supply Voltage ""C"" Circuit/Open";;;;"Actuator Supply Voltage ""C"" Circuit/Open___"
;;;;;___
P2685 ;"Actuator Supply Voltage ""C"" Circuit Low";;;;"Actuator Supply Voltage ""C"" Circuit Low___"
;;;;;___
P2686 ;"Actuator Supply Voltage ""C"" Circuit High";;;;"Actuator Supply Voltage ""C"" Circuit High___"
;;;;;___
P2687 ;Fuel Supply Heater Control Circuit/Open;;;;Fuel Supply Heater Control Circuit/Open___
;;;;;___
P2688 ;Fuel Supply Heater Control Circuit Low;;;;Fuel Supply Heater Control Circuit Low___
;;;;;___
P2689 ;Fuel Supply Heater Control Circuit High;;;;Fuel Supply Heater Control Circuit High___
;;;;;___
P268A ;Fuel Injector Calibration Not Learned/Programmed;;;;Fuel Injector Calibration Not Learned/Programmed___
;;;;;___
P268B ;High Pressure Fuel Pump Calibration Not Learned/Programmed;;;;High Pressure Fuel Pump Calibration Not Learned/Programmed___
;;;;;___
P268C ;Cylinder 1 Injector Data Incompatible;;;;Cylinder 1 Injector Data Incompatible___
;;;;;___
P268D ;Cylinder 2 Injector Data Incompatible;;;;Cylinder 2 Injector Data Incompatible___
;;;;;___
P268E ;Cylinder 3 Injector Data Incompatible;;;;Cylinder 3 Injector Data Incompatible___
;;;;;___
P268F ;Cylinder 4 Injector Data Incompatible;;;;Cylinder 4 Injector Data Incompatible___
;;;;;___
P2690 ;Cylinder 5 Injector Data Incompatible;;;;Cylinder 5 Injector Data Incompatible___
;;;;;___
P2691 ;Cylinder 6 Injector Data Incompatible;;;;Cylinder 6 Injector Data Incompatible___
;;;;;___
P2692 ;Cylinder 7 Injector Data Incompatible;;;;Cylinder 7 Injector Data Incompatible___
;;;;;___
P2693 ;Cylinder 8 Injector Data Incompatible;;;;Cylinder 8 Injector Data Incompatible___
;;;;;___
P2694 ;Cylinder 9 Injector Data Incompatible;;;;Cylinder 9 Injector Data Incompatible___
;;;;;___
P2695 ;Cylinder 10 Injector Data Incompatible;;;;Cylinder 10 Injector Data Incompatible___
;;;;;___
P2696 ;Injector Data Incompatible;;;;Injector Data Incompatible___
;;;;;___
P2697 ;"Exhaust Aftertreatment Fuel Injector ""A"" Circuit/Open";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Circuit/Open___"
;;;;;___
P2698 ;"Exhaust Aftertreatment Fuel Injector ""A"" Performance";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Performance___"
;;;;;___
P2699 ;"Exhaust Aftertreatment Fuel Injector ""A"" Circuit Low";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Circuit Low___"
;;;;;___
P269A ;"Exhaust Aftertreatment Fuel Injector ""A"" Circuit High";;;;"Exhaust Aftertreatment Fuel Injector ""A"" Circuit High___"
;;;;;___
P269B ;Exhaust Aftertreatment Glow Plug Control Circuit/Open;;;;Exhaust Aftertreatment Glow Plug Control Circuit/Open___
;;;;;___
P269C ;Exhaust Aftertreatment Glow Plug Control Performance;;;;Exhaust Aftertreatment Glow Plug Control Performance___
;;;;;___
P269D ;Exhaust Aftertreatment Glow Plug Control Circuit Low;;;;Exhaust Aftertreatment Glow Plug Control Circuit Low___
;;;;;___
P269E ;Exhaust Aftertreatment Glow Plug Control Circuit High;;;;Exhaust Aftertreatment Glow Plug Control Circuit High___
;;;;;___
P269F ;Exhaust Aftertreatment Glow Plug Circuit/Open;;;;Exhaust Aftertreatment Glow Plug Circuit/Open___
;;;;;___
P26A0 ;Exhaust Aftertreatment Glow Plug Performance;;;;Exhaust Aftertreatment Glow Plug Performance___
;;;;;___
P26A1 ;Exhaust Aftertreatment Glow Plug Circuit Low;;;;Exhaust Aftertreatment Glow Plug Circuit Low___
;;;;;___
P26A2 ;Exhaust Aftertreatment Glow Plug Circuit High;;;;Exhaust Aftertreatment Glow Plug Circuit High___
;;;;;___
P26A3 ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P26FF ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
P2700 through P2799;;;;;___
;;;;;___
P2700 ;"Transmission Friction Element ""A"" Apply Time Range/Performance";;;;"Transmission Friction Element ""A"" Apply Time Range/Performance___"
;;;;;___
P2701 ;"Transmission Friction Element ""B"" Apply Time Range/Performance";;;;"Transmission Friction Element ""B"" Apply Time Range/Performance___"
;;;;;___
P2702 ;"Transmission Friction Element ""C"" Apply Time Range/Performance";;;;"Transmission Friction Element ""C"" Apply Time Range/Performance___"
;;;;;___
P2703 ;"Transmission Friction Element ""D"" Apply Time Range/Performance";;;;"Transmission Friction Element ""D"" Apply Time Range/Performance___"
;;;;;___
P2704 ;"Transmission Friction Element ""E"" Apply Time Range/Performance";;;;"Transmission Friction Element ""E"" Apply Time Range/Performance___"
;;;;;___
P2705 ;"Transmission Friction Element ""F"" Apply Time Range/Performance";;;;"Transmission Friction Element ""F"" Apply Time Range/Performance___"
;;;;;___
P2706 ;Shift Solenoid F Malfunction;;;;Shift Solenoid F Malfunction___
;;;;;___
P2707 ;Shift Solenoid F Performance/Stuck Off;;;;Shift Solenoid F Performance/Stuck Off___
;;;;;___
P2708 ;Shift Solenoid F Stuck On;;;;Shift Solenoid F Stuck On___
;;;;;___
P2709 ;Shift Solenoid F Electrical;;;;Shift Solenoid F Electrical___
;;;;;___
P270A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P270B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P270C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P270D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P270E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P270F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2710 ;Shift Solenoid F Intermittent;;;;Shift Solenoid F Intermittent___
;;;;;___
P2711 ;Unexpected Mechanical Gear Disengagement;;;;Unexpected Mechanical Gear Disengagement___
;;;;;___
P2712 ;Hydraulic Power Unit Leakage;;;;Hydraulic Power Unit Leakage___
;;;;;___
P2713 ;"Pressure Control Solenoid ""D""";;;;"Pressure Control Solenoid ""D""___"
;;;;;___
P2714 ;"Pressure Control Solenoid ""D"" Performance/Stuck Off";;;;"Pressure Control Solenoid ""D"" Performance/Stuck Off___"
;;;;;___
P2715 ;"Pressure Control Solenoid ""D"" Stuck On";;;;"Pressure Control Solenoid ""D"" Stuck On___"
;;;;;___
P2716 ;"Pressure Control Solenoid ""D"" Electrical";;;;"Pressure Control Solenoid ""D"" Electrical___"
;;;;;___
P2717 ;"Pressure Control Solenoid ""D"" Intermittent";;;;"Pressure Control Solenoid ""D"" Intermittent___"
;;;;;___
P2718 ;"Pressure Control Solenoid ""D"" Control Circuit/Open";;;;"Pressure Control Solenoid ""D"" Control Circuit/Open___"
;;;;;___
P2719 ;"Pressure Control Solenoid ""D"" Control Circuit Range/Performance";;;;"Pressure Control Solenoid ""D"" Control Circuit Range/Performance___"
;;;;;___
P271A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P271B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P271C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P271D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P271E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P271F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2720 ;"Pressure Control Solenoid ""D"" Control Circuit Low";;;;"Pressure Control Solenoid ""D"" Control Circuit Low___"
;;;;;___
P2721 ;"Pressure Control Solenoid ""D"" Control Circuit High";;;;"Pressure Control Solenoid ""D"" Control Circuit High___"
;;;;;___
P2722 ;"Pressure Control Solenoid ""E""";;;;"Pressure Control Solenoid ""E""___"
;;;;;___
P2723 ;"Pressure Control Solenoid ""E"" Performance/Stuck Off";;;;"Pressure Control Solenoid ""E"" Performance/Stuck Off___"
;;;;;___
P2724 ;"Pressure Control Solenoid ""E"" Stuck On";;;;"Pressure Control Solenoid ""E"" Stuck On___"
;;;;;___
P2725 ;"Pressure Control Solenoid ""E"" Electrical";;;;"Pressure Control Solenoid ""E"" Electrical___"
;;;;;___
P2726 ;"Pressure Control Solenoid ""E"" Intermittent";;;;"Pressure Control Solenoid ""E"" Intermittent___"
;;;;;___
P2727 ;"Pressure Control Solenoid ""E"" Control Circuit/Open";;;;"Pressure Control Solenoid ""E"" Control Circuit/Open___"
;;;;;___
P2728 ;"Pressure Control Solenoid ""E"" Control Circuit Range/Performance";;;;"Pressure Control Solenoid ""E"" Control Circuit Range/Performance___"
;;;;;___
P2729 ;"Pressure Control Solenoid ""E"" Control Circuit Low";;;;"Pressure Control Solenoid ""E"" Control Circuit Low___"
;;;;;___
P272A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P272B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P272C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P272D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P272E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P272F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2730 ;"Pressure Control Solenoid ""E"" Control Circuit High";;;;"Pressure Control Solenoid ""E"" Control Circuit High___"
;;;;;___
P2731 ;"Pressure Control Solenoid ""F""";;;;"Pressure Control Solenoid ""F""___"
;;;;;___
P2732 ;"Pressure Control Solenoid ""F"" Performance/Stuck Off";;;;"Pressure Control Solenoid ""F"" Performance/Stuck Off___"
;;;;;___
P2733 ;"Pressure Control Solenoid ""F"" Stuck On";;;;"Pressure Control Solenoid ""F"" Stuck On___"
;;;;;___
P2734 ;"Pressure Control Solenoid ""F"" Electrical";;;;"Pressure Control Solenoid ""F"" Electrical___"
;;;;;___
P2735 ;"Pressure Control Solenoid ""F"" Intermittent";;;;"Pressure Control Solenoid ""F"" Intermittent___"
;;;;;___
P2736 ;"Pressure Control Solenoid ""F"" Control Circuit/Open";;;;"Pressure Control Solenoid ""F"" Control Circuit/Open___"
;;;;;___
P2737 ;"Pressure Control Solenoid ""F"" Control Circuit Range/Performance";;;;"Pressure Control Solenoid ""F"" Control Circuit Range/Performance___"
;;;;;___
P2738 ;"Pressure Control Solenoid ""F"" Control Circuit Low";;;;"Pressure Control Solenoid ""F"" Control Circuit Low___"
;;;;;___
P2739 ;"Pressure Control Solenoid ""F"" Control Circuit High";;;;"Pressure Control Solenoid ""F"" Control Circuit High___"
;;;;;___
P273A ;"Transmission Friction Element ""G"" Apply Time Range/Performance";;;;"Transmission Friction Element ""G"" Apply Time Range/Performance___"
;;;;;___
P273B ;"Transmission Friction Element ""H"" Apply Time Range/Performance";;;;"Transmission Friction Element ""H"" Apply Time Range/Performance___"
;;;;;___
P273C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P273D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P273E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P273F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2740 ;"Transmission Fluid Temperature Sensor ""B"" Circuit";;;;"Transmission Fluid Temperature Sensor ""B"" Circuit___"
;;;;;___
P2741 ;"Transmission Fluid Temperature Sensor ""B"" Circuit Range/Performance";;;;"Transmission Fluid Temperature Sensor ""B"" Circuit Range/Performance___"
;;;;;___
P2742 ;"Transmission Fluid Temperature Sensor ""B"" Circuit Low";;;;"Transmission Fluid Temperature Sensor ""B"" Circuit Low___"
;;;;;___
P2743 ;"Transmission Fluid Temperature Sensor ""B"" Circuit High";;;;"Transmission Fluid Temperature Sensor ""B"" Circuit High___"
;;;;;___
P2744 ;"Transmission Fluid Temperature Sensor ""B"" Circuit Intermittent";;;;"Transmission Fluid Temperature Sensor ""B"" Circuit Intermittent___"
;;;;;___
P2745 ;Intermediate Shaft Speed Sensor B Circuit;;;;Intermediate Shaft Speed Sensor B Circuit___
;;;;;___
P2746 ;Intermediate Shaft Speed Sensor B Circuit Range/Performance;;;;Intermediate Shaft Speed Sensor B Circuit Range/Performance___
;;;;;___
P2747 ;Intermediate Shaft Speed Sensor B Circuit No Signal;;;;Intermediate Shaft Speed Sensor B Circuit No Signal___
;;;;;___
P2748 ;Intermediate Shaft Speed Sensor B Circuit Intermittent;;;;Intermediate Shaft Speed Sensor B Circuit Intermittent___
;;;;;___
P2749 ;Intermediate Shaft Speed Sensor C Circuit;;;;Intermediate Shaft Speed Sensor C Circuit___
;;;;;___
P274A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P274B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P274C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P274D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P274E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P274F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2750 ;Intermediate Shaft Speed Sensor C Circuit Range/Performance;;;;Intermediate Shaft Speed Sensor C Circuit Range/Performance___
;;;;;___
P2751 ;Intermediate Shaft Speed Sensor C Circuit No Signal;;;;Intermediate Shaft Speed Sensor C Circuit No Signal___
;;;;;___
P2752 ;Intermediate Shaft Speed Sensor C Circuit Intermittent;;;;Intermediate Shaft Speed Sensor C Circuit Intermittent___
;;;;;___
P2753 ;Transmission Fluid Cooler Control Circuit/Open;;;;Transmission Fluid Cooler Control Circuit/Open___
;;;;;___
P2754 ;Transmission Fluid Cooler Control Circuit Low;;;;Transmission Fluid Cooler Control Circuit Low___
;;;;;___
P2755 ;Transmission Fluid Cooler Control Circuit High;;;;Transmission Fluid Cooler Control Circuit High___
;;;;;___
P2756 ;Torque Converter Clutch Pressure Control Solenoid;;;;Torque Converter Clutch Pressure Control Solenoid___
;;;;;___
P2757 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit Performance/Stuck Off;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit Performance/Stuck Off___
;;;;;___
P2758 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit Stuck On;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit Stuck On___
;;;;;___
P2759 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit Electrical;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit Electrical___
;;;;;___
P275A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P275B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P275C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P275D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P275E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P275F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2760 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit Intermittent;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit Intermittent___
;;;;;___
P2761 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit/Open;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit/Open___
;;;;;___
P2762 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit Range/Performance;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit Range/Performance___
;;;;;___
P2763 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit High;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit High___
;;;;;___
P2764 ;Torque Converter Clutch Pressure Control Solenoid Control Circuit Low;;;;Torque Converter Clutch Pressure Control Solenoid Control Circuit Low___
;;;;;___
P2765 ;"Input/Turbine Speed Sensor ""B"" Circuit";;;;"Input/Turbine Speed Sensor ""B"" Circuit___"
;;;;;___
P2766 ;"Input/Turbine Speed Sensor ""B"" Circuit Range/Performance";;;;"Input/Turbine Speed Sensor ""B"" Circuit Range/Performance___"
;;;;;___
P2767 ;"Input/Turbine Speed Sensor ""B"" Circuit No Signal";;;;"Input/Turbine Speed Sensor ""B"" Circuit No Signal___"
;;;;;___
P2768 ;"Input/Turbine Speed Sensor ""B"" Circuit Intermittent";;;;"Input/Turbine Speed Sensor ""B"" Circuit Intermittent___"
;;;;;___
P2769 ;Torque Converter Clutch Circuit Low;;;;Torque Converter Clutch Circuit Low___
;;;;;___
P276A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P276B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P276C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P276D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P276E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P276F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2770 ;Torque Converter Clutch Circuit High;;;;Torque Converter Clutch Circuit High___
;;;;;___
P2771 ;Four Wheel Drive (4WD) Low Switch Circuit;;;;Four Wheel Drive (4WD) Low Switch Circuit___
;;;;;___
P2772 ;Four Wheel Drive (4WD) Low Switch Circuit Range/Performance;;;;Four Wheel Drive (4WD) Low Switch Circuit Range/Performance___
;;;;;___
P2773 ;Four Wheel Drive (4WD) Low Switch Circuit Low;;;;Four Wheel Drive (4WD) Low Switch Circuit Low___
;;;;;___
P2774 ;Four Wheel Drive (4WD) Low Switch Circuit High;;;;Four Wheel Drive (4WD) Low Switch Circuit High___
;;;;;___
P2775 ;Upshift Switch Circuit Range/Performance;;;;Upshift Switch Circuit Range/Performance___
;;;;;___
P2776 ;Upshift Switch Circuit Low;;;;Upshift Switch Circuit Low___
;;;;;___
P2777 ;Upshift Switch Circuit High;;;;Upshift Switch Circuit High___
;;;;;___
P2778 ;Upshift Switch Circuit Intermittent/Erratic;;;;Upshift Switch Circuit Intermittent/Erratic___
;;;;;___
P2779 ;Downshift Switch Circuit Range/Performance;;;;Downshift Switch Circuit Range/Performance___
;;;;;___
P277A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P277B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P277C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P277D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P277E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P277F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P2780 ;Downshift Switch Circuit Low;;;;Downshift Switch Circuit Low___
;;;;;___
P2781 ;Downshift Switch Circuit High;;;;Downshift Switch Circuit High___
;;;;;___
P2782 ;Downshift Switch Circuit Intermittent/Erratic;;;;Downshift Switch Circuit Intermittent/Erratic___
;;;;;___
P2783 ;Torque Converter Temperature Too High;;;;Torque Converter Temperature Too High___
;;;;;___
P2784 ;"Input/Turbine Speed Sensor ""A""/""B"" Correlation";;;;"Input/Turbine Speed Sensor ""A""/""B"" Correlation___"
;;;;;___
P2785 ;Clutch Actuator Temperature Too High;;;;Clutch Actuator Temperature Too High___
;;;;;___
P2786 ;Gear Shift Actuator Temperature Too High;;;;Gear Shift Actuator Temperature Too High___
;;;;;___
P2787 ;Clutch Temperature Too High;;;;Clutch Temperature Too High___
;;;;;___
P2788 ;Auto Shift Manual Adaptive Learning at Limit;;;;Auto Shift Manual Adaptive Learning at Limit___
;;;;;___
P2789 ;"Clutch ""A"" Adaptive Learning at Limit";;;;"Clutch ""A"" Adaptive Learning at Limit___"
;;;;;___
P278A ;Kick Down Switch Circuit;;;;Kick Down Switch Circuit___
;;;;;___
P278B ;Kick Down Switch Circuit Range/Performance;;;;Kick Down Switch Circuit Range/Performance___
;;;;;___
P278C ;Kick Down Switch Circuit Low;;;;Kick Down Switch Circuit Low___
